payment_id,booking_id,customer_email,paid_at_clean,refunded_at_clean,is_refunded,amount_gross_clean,tax_amount_clean,fee_amount_clean,amount_net_clean,currency_clean,status_clean,payment_method_clean,gateway_clean,card_brand_clean,country_of_card_clean
900046,96.0,davidsto777@company.se,,,False,25.0,,,,SEK,payed,cash,,amex,se
900047,1132.0,user3383@gmail.com,2024-10-01 11:36:00,,False,20.0,,,,EUR,refunded,klarna,manual,,es
900048,231.0,mikaelås@gmail.com,2024-03-02 09:09:00,,False,35.0,,2.52,,EUR,failed,,square,,se
900049,507.0,,2024-01-31 16:36:00,,False,25.0,6.25,,22.77,EUR,payed,klarna,square,visa,se
900050,630.0,anagarci713@email.com,2024-01-25 12:11:00,,False,,,,32.48,SEK,paid,swish,stripe,visa,
900051,735.0,user8419@gmail.com,2024-03-02 21:03:00,,False,60.0,15.0,,,EUR,failed,swish,manual,visa,
900052,361.0,oscarber569@company.se,2024-04-15 10:53:00,,False,,10.0,2.66,,SEK,paid,card,adyen,visa,
900053,826.0,oscarber650@outlook.com,2024-01-27 10:58:00,,False,15.0,3.75,,,SEK,paid,invoice,klarna,,
900054,122.0,liamande293@outlook.com,2024-02-21 10:28:00,,False,25.0,6.25,2.23,22.77,SEK,paid,,manual,mastercard,no
900055,1034.0,ellaberg734@gmail.com,2024-08-03 12:48:00,,False,20.0,,2.08,,SEK,payed,klarna,manual,,gb
900056,521.0,fatimakh27@email.com,2024-05-07 14:26:00,,False,,,2.23,,EUR,pending,klarna,manual,mastercard,es
900057,217.0,pedrosil754@gmail.com,2024-02-06 20:46:00,,False,15.0,3.75,1.5,,SEK,failed,swish,manual,mastercard,gb
900058,397.0,user6286@gmail.com,2024-12-03 21:23:00,,False,40.0,,,37.34,,paid,bank_transfer,adyen,mastercard,no
900059,844.0,user7388@gmail.com,2024-02-02 20:53:00,,False,25.0,,2.23,,EUR,pending,cash,klarna,visa,no
900060,523.0,,2024-01-19 11:08:00,,False,35.0,8.75,,,SEK,paid,card,stripe,,no
900061,23.0,fatimakh509@gmail.com,2024-01-21 12:35:00,,False,40.0,10.0,1.5,,EUR,paid,bank transfer,manual,visa,gb
900062,60.0,,2024-03-30 12:18:00,,False,40.0,10.0,,,SEK,pending,swish,,mastercard,gb
900063,98.0,mariamal755@email.com,,,False,35.0,,,,EUR,pending,card,klarna,visa,se
900064,64.0,user8207@email.com,2024-11-01 22:56:00,,False,60.0,,,,SEK,payd,swish,stripe,,
900065,1114.0,mariamal@email.com,,,False,20.0,,,,SEK,paid,bank_transfer,manual,visa,es
900066,430.0,user9538@gmail.com,2024-09-04 15:39:00,,False,15.0,,,13.06,EUR,paid,card,klarna,visa,no
900067,829.0,karinlun374@outlook.com,2024-02-13 07:41:00,,False,60.0,15.0,,,SEK,paid,bank_transfer,klarna,,pt
900068,1036.0,,2024-05-01 08:02:00,,False,,5.0,2.08,17.92,SEK,refunded,swish,stripe,visa,gb
900069,53.0,norahans@gmail.com,,,False,,3.75,,,EUR,payd,klarna,manual,,gb
900070,57.0,user9974@email.com,2024-02-08 13:37:00,,False,40.0,10.0,,,EUR,refunded,swish,square,amex,se
900071,493.0,luispere760@company.se,2024-04-03 15:35:00,,False,15.0,3.75,,,SEK,paid,klarna,adyen,amex,pt
900072,1155.0,user3469@gmail.com,2024-01-22 13:41:00,,False,20.0,,2.08,,SEK,paid,invoice,adyen,visa,se
900073,740.0,,2024-01-27 15:41:00,,False,20.0,,,,EUR,payed,swish,klarna,visa,
900074,612.0,pedrosil754@gmail.com,2024-02-29 17:08:00,,False,35.0,,1.5,,EUR,payed,cash,klarna,,
900075,114.0,user2105@email.com,2024-02-17 10:57:00,,False,15.0,,,,SEK,paid,card,klarna,mastercard,es
900076,379.0,erikholm65@gmail.com,2024-02-19 07:29:00,,False,15.0,,1.5,13.06,SEK,refunded,invoice,manual,visa,se
900077,1169.0,ahmedali167@company.se,2024-02-22 10:20:00,,False,,6.25,,,SEK,paid,klarna,klarna,visa,
900078,390.0,user2692@gmail.com,2024-01-29 12:37:00,,False,35.0,,1.5,,SEK,refunded,bank transfer,adyen,,
900079,303.0,mikaelås734@outlook.com,2024-04-22 08:22:00,,False,25.0,,,,SEK,paid,swish,manual,,
900080,615.0,norahans@email.com,2024-01-03 18:46:00,,False,15.0,3.75,,,EUR,payed,card,klarna,,
900081,162.0,user9541@email.com,2024-04-26 13:48:00,,False,60.0,,,,SEK,payd,cash,adyen,,
900082,41.0,,2024-04-08 11:43:00,,False,,15.0,1.5,,SEK,pending,klarna,adyen,amex,gb
900083,502.0,saralind694@outlook.com,2024-01-04 10:21:00,,False,35.0,8.75,2.52,,SEK,paid,cash,adyen,amex,pt
900084,181.0,emmajoha610@email.com,2024-06-01 22:33:00,,False,15.0,,,13.06,SEK,payd,bank transfer,square,,no
900085,393.0,emmajoha446@gmail.com,,,False,20.0,5.0,2.08,,EUR,pending,invoice,stripe,visa,
900086,1012.0,oskarber957@company.se,2024-03-04 13:36:00,,False,20.0,,,,EUR,failed,card,klarna,visa,
900087,832.0,liamande127@company.se,2024-02-24 17:19:00,,False,15.0,3.75,,,EUR,pending,invoice,adyen,,
900088,40.0,anagarci@gmail.com,,,False,,,,37.34,SEK,paid,bank transfer,square,visa,se
900089,94.0,,2024-01-21 22:28:00,,False,35.0,8.75,,,EUR,failed,card,stripe,mastercard,se
900090,998.0,,2024-11-03 21:18:00,,False,15.0,,,,EUR,,swish,manual,visa,
900091,628.0,luispere745@outlook.com,2024-03-13 17:59:00,,False,,,,,SEK,paid,klarna,stripe,amex,gb
900092,482.0,noaherik618@outlook.com,2024-12-02 09:21:00,,False,,,,,EUR,failed,swish,manual,,
900093,37.0,user8057@email.com,,,False,25.0,,,,SEK,refunded,klarna,manual,mastercard,
900094,656.0,norahans@gmail.com,,,False,35.0,,,32.48,EUR,paid,card,adyen,visa,se
900095,1107.0,,2024-03-07 09:33:00,,False,15.0,,1.94,,SEK,refunded,klarna,manual,,
900096,708.0,fatimakh311@gmail.com,2024-01-08 18:14:00,,False,15.0,,1.94,,SEK,failed,bank_transfer,adyen,mastercard,gb
900097,481.0,,2024-05-02 12:02:00,,False,40.0,,,,SEK,pending,swish,,visa,gb
900098,1150.0,emmajoha610@email.com,,,False,15.0,,1.5,,EUR,failed,card,manual,visa,
900099,194.0,davidsto100@outlook.com,,,False,60.0,,,,SEK,pending,bank transfer,klarna,,no
900100,684.0,,,,False,40.0,10.0,,37.34,SEK,paid,bank transfer,square,,
900101,546.0,,,,False,60.0,15.0,3.24,56.76,SEK,pending,cash,adyen,visa,
900103,457.0,,2024-01-31 20:23:00,,False,15.0,3.75,,,EUR,paid,invoice,stripe,,se
900104,125.0,user996@email.com,2024-02-25 07:07:00,,False,25.0,,1.5,22.77,EUR,failed,invoice,adyen,,gb
900105,471.0,karinlun422@outlook.com,,,False,40.0,10.0,,,EUR,paid,card,klarna,,
900106,1090.0,mariamal136@company.se,,,False,15.0,,,,SEK,refunded,,manual,,es
900107,663.0,saralind414@email.com,2024-04-25 22:10:00,,False,,,2.08,,SEK,payed,klarna,stripe,visa,es
900108,1014.0,jonasnil950@outlook.com,,,False,20.0,,,17.92,SEK,pending,bank_transfer,square,,pt
900109,215.0,,2024-02-23 14:27:00,,False,,,3.24,,SEK,paid,bank transfer,klarna,amex,se
900110,714.0,elinsven653@email.com,2024-01-07 19:52:00,,False,60.0,,3.24,,EUR,paid,,manual,,es
900111,739.0,pedrosil754@gmail.com,2024-01-03 19:35:00,,False,40.0,10.0,2.66,,EUR,paid,bank_transfer,adyen,mastercard,
900112,1114.0,fatimakh322@outlook.com,,,False,25.0,,,,SEK,paid,invoice,adyen,,gb
900113,146.0,,2024-03-15 22:05:00,,False,60.0,15.0,,,SEK,pending,cash,manual,amex,
900114,125.0,anagarci844@company.se,,,False,,,,13.06,EUR,paid,bank transfer,,amex,
900115,329.0,liamande@email.com,,,False,40.0,10.0,,,EUR,,klarna,square,visa,
900116,467.0,user511@gmail.com,2024-03-05 18:11:00,,False,40.0,,2.66,37.34,EUR,paid,swish,square,visa,es
900117,552.0,liamande293@outlook.com,,,False,20.0,,1.5,,,failed,bank_transfer,klarna,amex,
900118,1117.0,pedrosil@email.com,2024-04-10 20:35:00,,False,25.0,,,,SEK,failed,card,klarna,,
900119,1001.0,sofiaand@gmail.com,2024-02-26 07:26:00,,False,20.0,,,17.92,SEK,failed,bank transfer,klarna,amex,
900120,1073.0,,2024-05-02 08:18:00,,False,35.0,8.75,,,SEK,refunded,klarna,stripe,visa,se
900121,602.0,user6549@email.com,2024-07-05 14:51:00,,False,25.0,,1.5,22.77,SEK,paid,card,klarna,visa,
900122,646.0,,,,False,,,,56.76,EUR,pending,cash,,,es
900123,881.0,erikholm328@company.se,2024-10-01 18:30:00,,False,35.0,8.75,2.52,,EUR,,bank_transfer,adyen,,gb
900124,287.0,user4585@email.com,2024-09-05 08:17:00,,False,,3.75,1.94,,EUR,payd,swish,stripe,mastercard,
900125,839.0,saralind733@gmail.com,,,False,25.0,,,22.77,SEK,pending,swish,stripe,mastercard,gb
900126,921.0,user6486@email.com,2024-01-03 10:09:00,,False,40.0,,,,EUR,paid,cash,manual,,pt
900127,1187.0,,2024-04-08 10:44:00,,False,35.0,8.75,1.5,32.48,,refunded,card,,,
900128,274.0,user5712@email.com,,,False,60.0,,,,SEK,pending,bank transfer,stripe,visa,es
900129,862.0,user6248@email.com,,,False,35.0,8.75,,,EUR,paid,swish,square,,
900130,1150.0,karinlun@gmail.com,2024-01-12 17:02:00,,False,25.0,,,,SEK,paid,swish,manual,,
900131,33.0,sofiaand850@gmail.com,,2024-03-20 07:25:00,True,20.0,,,,EUR,refunded,swish,adyen,mastercard,se
900132,845.0,user6981@email.com,2024-02-11 15:22:00,,False,25.0,6.25,2.23,,SEK,pending,cash,klarna,,no
900133,940.0,fridakar823@gmail.com,2024-05-08 22:18:00,,False,35.0,,,,EUR,failed,bank_transfer,,amex,
900134,544.0,ellaberg146@outlook.com,2024-01-18 15:34:00,,False,40.0,,,,SEK,refunded,card,manual,,pt
900135,390.0,maríalóp229@email.com,2024-04-26 16:40:00,,False,35.0,8.75,,32.48,SEK,,swish,adyen,,
900136,961.0,,2024-01-05 12:35:00,,False,25.0,,,22.77,SEK,pending,card,stripe,,se
900137,911.0,linchen450@email.com,,,False,25.0,6.25,2.23,,SEK,payd,bank transfer,stripe,,
900138,1025.0,user6721@gmail.com,2024-01-19 10:07:00,,False,15.0,,,,SEK,payd,card,manual,mastercard,no
900139,1190.0,luispere582@gmail.com,2024-02-02 16:40:00,,False,15.0,,,13.06,EUR,payd,card,adyen,mastercard,pt
900140,25.0,linchen811@email.com,,,False,25.0,6.25,,22.77,SEK,payed,bank_transfer,stripe,amex,
900141,51.0,user689@email.com,,,False,15.0,3.75,1.5,,SEK,refunded,swish,stripe,,gb
900142,858.0,emmajoha@gmail.com,2024-06-05 07:42:00,,False,40.0,10.0,,37.34,EUR,failed,klarna,adyen,,se
900143,608.0,jonasnil@email.com,2024-01-15 15:01:00,,False,40.0,,2.66,,SEK,refunded,bank transfer,square,amex,se
900144,675.0,karinlun413@email.com,2024-06-04 11:26:00,,False,40.0,10.0,,,SEK,failed,bank_transfer,manual,visa,es
900145,28.0,user3376@gmail.com,2024-04-23 20:21:00,,False,25.0,,1.5,,EUR,paid,swish,klarna,,
900146,1124.0,,2024-01-22 17:20:00,,False,60.0,,,,SEK,pending,cash,stripe,mastercard,no
900147,996.0,saralind@gmail.com,2024-04-20 07:03:00,,False,40.0,10.0,1.5,,SEK,paid,klarna,stripe,visa,
900148,157.0,karinlun374@outlook.com,2024-03-23 22:20:00,,False,15.0,,,13.06,SEK,failed,bank transfer,manual,,
900149,455.0,mariamal848@company.se,2024-01-26 15:05:00,,False,15.0,3.75,,,SEK,failed,bank_transfer,manual,,
900150,996.0,oscarber524@email.com,2024-02-17 13:24:00,,False,25.0,6.25,,,EUR,payed,swish,klarna,mastercard,
900151,304.0,saralind@email.com,2024-11-04 09:59:00,,False,35.0,8.75,2.52,,EUR,pending,card,klarna,mastercard,
900152,601.0,linchen811@email.com,2024-04-03 20:49:00,,False,25.0,6.25,2.23,,SEK,pending,card,manual,amex,es
900153,63.0,noaherik618@outlook.com,2024-02-16 11:12:00,,False,25.0,,,22.77,SEK,payd,invoice,square,,
900154,1087.0,ellaberg691@outlook.com,2024-03-13 19:55:00,,False,25.0,6.25,,,SEK,paid,cash,klarna,,
900155,211.0,sofiaand@email.com,2024-03-22 08:03:00,,False,,,1.5,,EUR,paid,swish,manual,,es
900156,908.0,luispere@email.com,2024-01-27 11:50:00,,False,25.0,6.25,,,SEK,failed,swish,adyen,amex,
900157,294.0,norahans841@company.se,2024-03-03 16:24:00,2024-03-03 16:24:00,True,20.0,,,,EUR,refunded,bank_transfer,stripe,visa,gb
900158,843.0,user1996@gmail.com,,,False,35.0,,,,SEK,paid,klarna,klarna,,es
900159,333.0,,2024-03-17 19:01:00,,False,,,2.66,,SEK,pending,cash,adyen,,gb
900160,,luispere@email.com,2024-03-28 12:16:00,,False,40.0,,1.5,,SEK,payed,,manual,visa,gb
900161,1134.0,sofiaand850@gmail.com,2024-04-24 18:57:00,,False,15.0,,1.94,,SEK,refunded,klarna,klarna,visa,es
900162,553.0,user1634@email.com,2024-12-04 11:10:00,,False,15.0,,,,SEK,paid,card,stripe,visa,
900164,922.0,,2024-05-09 09:17:00,,False,60.0,,,,SEK,failed,klarna,stripe,,
900165,673.0,ellaberg691@outlook.com,2024-01-29 21:04:00,,False,,6.25,,,EUR,pending,swish,stripe,,
900166,245.0,user2019@email.com,2024-01-20 21:23:00,,False,15.0,,1.94,,SEK,paid,bank_transfer,stripe,,es
900167,705.0,mariamal123@company.se,2024-09-02 11:38:00,,False,,,,,EUR,failed,,stripe,,
900168,401.0,ahmedali594@email.com,2024-01-31 07:22:00,,False,15.0,,,,SEK,payd,cash,stripe,,se
900169,306.0,user2055@gmail.com,,,False,40.0,,2.66,,SEK,refunded,cash,adyen,visa,
900170,850.0,fatimakh971@email.com,2024-03-15 22:40:00,,False,20.0,,2.08,,,failed,klarna,adyen,amex,
900171,262.0,user5932@email.com,2024-01-18 21:19:00,,False,15.0,,,13.06,SEK,paid,swish,adyen,,
900172,1177.0,ahmedali@email.com,2024-01-10 12:00:00,,False,40.0,,1.5,37.34,EUR,failed,swish,stripe,visa,es
900173,470.0,,2024-03-06 07:31:00,,False,35.0,8.75,,32.48,EUR,refunded,swish,stripe,amex,
900174,372.0,mariamal803@email.com,2024-03-30 11:17:00,,False,40.0,10.0,2.66,37.34,SEK,paid,swish,adyen,amex,
900175,547.0,oliviali224@outlook.com,2024-03-04 13:51:00,2024-03-04 13:51:00,True,25.0,,,,SEK,refunded,swish,stripe,mastercard,se
900176,681.0,user7197@email.com,2024-01-28 22:41:00,,False,20.0,5.0,,,EUR,paid,invoice,adyen,,
900177,307.0,,2024-02-13 20:08:00,,False,25.0,6.25,2.23,,SEK,,swish,stripe,amex,
900178,388.0,luispere582@gmail.com,2024-04-29 11:56:00,,False,,6.25,1.5,,SEK,payd,swish,klarna,,no
900179,404.0,maríalóp917@gmail.com,2024-02-04 21:43:00,,False,20.0,,,17.92,EUR,failed,cash,stripe,visa,
900181,948.0,mariamal803@email.com,2024-10-02 17:00:00,,False,25.0,,,,EUR,payd,card,square,visa,se
900182,1126.0,elinsven604@outlook.com,2024-02-02 07:18:00,,False,35.0,8.75,2.52,,SEK,payed,swish,manual,mastercard,gb
900183,58.0,jonasnil669@company.se,2024-03-02 13:25:00,,False,40.0,,1.5,,SEK,refunded,klarna,adyen,mastercard,pt
900184,551.0,,,,False,40.0,10.0,,37.34,SEK,failed,swish,adyen,amex,
900185,226.0,erikholm@gmail.com,,,False,15.0,3.75,1.94,,SEK,pending,swish,klarna,,es
900186,623.0,sofiaand850@gmail.com,,,False,20.0,,,,SEK,pending,invoice,adyen,amex,gb
900187,,oskarber957@company.se,2024-04-02 09:07:00,,False,35.0,8.75,,,SEK,payed,card,manual,,
900188,313.0,user9015@email.com,2024-03-30 22:04:00,,False,60.0,,3.24,,EUR,failed,card,adyen,,no
900189,820.0,sofiaand383@gmail.com,2024-04-16 07:04:00,,False,15.0,,,,EUR,failed,card,adyen,amex,
900190,92.0,mariamal803@email.com,2024-02-26 08:56:00,,False,15.0,,1.94,,SEK,paid,bank transfer,square,mastercard,pt
900191,2583.0,sofiaand@gmail.com,2024-01-26 18:46:00,,False,35.0,,1.5,,SEK,paid,invoice,adyen,amex,gb
900192,636.0,fridakar22@company.se,2024-03-26 15:42:00,,False,35.0,8.75,2.52,,,pending,cash,square,visa,se
900193,628.0,fatimakh971@email.com,2024-02-26 20:03:00,,False,,,,,SEK,paid,bank transfer,adyen,amex,
900194,385.0,anagarci713@email.com,,,False,40.0,,,,SEK,payd,invoice,square,visa,
900195,1026.0,norahans581@company.se,2024-04-30 07:11:00,,False,,15.0,3.24,,EUR,pending,swish,klarna,visa,no
900196,1161.0,user6448@gmail.com,2024-01-19 15:30:00,,False,,,,,EUR,paid,swish,stripe,visa,no
900197,503.0,user8548@gmail.com,2024-01-18 17:37:00,,False,60.0,15.0,3.24,,SEK,refunded,swish,stripe,visa,es
900199,519.0,luispere308@outlook.com,2024-05-05 17:24:00,,False,35.0,,,,SEK,failed,cash,stripe,,pt
900200,943.0,oscarber569@company.se,2024-06-04 08:48:00,,False,15.0,,1.5,13.06,SEK,payed,card,stripe,visa,
900201,916.0,elinsven@email.com,2024-12-04 17:07:00,,False,60.0,15.0,,,,pending,invoice,adyen,mastercard,
900202,981.0,user7402@email.com,2024-04-24 14:07:00,,False,,5.0,1.5,,EUR,paid,card,klarna,mastercard,se
900203,1034.0,fridakar22@company.se,,,False,15.0,,1.94,,SEK,payed,bank transfer,klarna,amex,
900204,501.0,noaherik@email.com,,,False,15.0,3.75,1.94,,EUR,payd,card,manual,visa,
900205,681.0,linchen175@outlook.com,2024-01-17 17:13:00,2024-01-17 17:13:00,True,,,1.5,,EUR,refunded,bank_transfer,,,
900206,951.0,luispere745@outlook.com,2024-06-02 14:24:00,,False,60.0,15.0,3.24,56.76,EUR,paid,invoice,square,,
900207,1164.0,emmajoha@email.com,,,False,40.0,,2.66,,SEK,payed,bank transfer,square,amex,
900208,358.0,linchen450@email.com,2024-01-05 20:33:00,,False,15.0,,1.94,,EUR,paid,card,manual,,gb
900209,273.0,,2024-02-27 20:38:00,,False,20.0,5.0,2.08,,SEK,,bank transfer,manual,,es
900210,,davidsto391@company.se,,,False,40.0,,2.66,,SEK,pending,bank transfer,adyen,,no
900211,452.0,oscarber830@gmail.com,2024-01-12 22:15:00,,False,40.0,10.0,1.5,,SEK,,bank_transfer,square,mastercard,
900212,415.0,maríalóp917@gmail.com,2024-03-15 16:02:00,,False,60.0,,,,SEK,payed,swish,stripe,,pt
900213,870.0,luispere308@outlook.com,2024-05-03 11:37:00,,False,40.0,10.0,,,SEK,pending,swish,klarna,visa,
900214,491.0,user518@email.com,2024-03-17 10:40:00,,False,20.0,,,,SEK,paid,bank_transfer,square,,
900215,402.0,liamande114@email.com,2024-04-24 16:05:00,,False,,,2.08,,SEK,payd,klarna,stripe,visa,
900216,595.0,ellaberg734@gmail.com,2024-02-17 15:06:00,2024-02-17 15:06:00,True,60.0,15.0,1.5,,SEK,refunded,swish,manual,,pt
900217,396.0,mikaelås584@company.se,2024-04-17 12:42:00,,False,35.0,,,,SEK,paid,swish,stripe,,pt
900218,45.0,user4835@email.com,2024-06-04 14:11:00,,False,20.0,,2.08,,SEK,refunded,card,stripe,visa,
900219,,sofiaand221@company.se,2024-02-21 22:05:00,,False,20.0,,2.08,,SEK,pending,klarna,klarna,,no
900220,688.0,mariamal895@email.com,2024-02-17 18:15:00,,False,25.0,,1.5,,SEK,pending,bank_transfer,square,,no
900221,563.0,maríalóp@gmail.com,2024-04-28 11:44:00,,False,40.0,,,,SEK,refunded,,klarna,,
900222,429.0,ahmedali789@outlook.com,,,False,15.0,,1.94,,EUR,pending,bank_transfer,square,visa,no
900223,797.0,fridakar22@company.se,2024-02-26 19:11:00,,False,60.0,,,,SEK,refunded,cash,klarna,,
900224,922.0,saralind438@company.se,2024-02-10 16:10:00,,False,,,,,SEK,paid,bank transfer,adyen,amex,pt
900225,276.0,user1018@email.com,,,False,20.0,,,,EUR,payd,klarna,manual,visa,es
900226,185.0,liamande@email.com,2024-04-11 15:54:00,,False,25.0,6.25,2.23,,SEK,failed,card,square,,se
900227,388.0,user5724@gmail.com,2024-01-19 17:29:00,,False,20.0,,2.08,,SEK,paid,klarna,square,mastercard,gb
900228,628.0,user523@gmail.com,,,False,15.0,3.75,1.94,13.06,SEK,failed,swish,klarna,mastercard,pt
900229,925.0,erikholm746@gmail.com,2024-03-13 16:28:00,,False,,6.25,,22.77,EUR,failed,swish,klarna,amex,gb
900230,18.0,,2024-04-25 11:05:00,,False,25.0,6.25,,22.77,SEK,paid,card,adyen,visa,
900231,963.0,,2024-12-03 12:52:00,,False,60.0,,,,SEK,paid,cash,adyen,visa,
900232,846.0,norahans647@email.com,2024-04-23 18:50:00,,False,20.0,,1.5,,SEK,,klarna,,visa,es
900233,1038.0,user9915@gmail.com,2024-01-04 08:17:00,,False,35.0,8.75,,,SEK,paid,card,manual,visa,se
900234,922.0,user942@email.com,2024-03-26 07:58:00,,False,40.0,,,,EUR,refunded,card,adyen,,se
900235,971.0,oliviali224@outlook.com,2024-04-13 21:07:00,,False,35.0,,,,SEK,payed,swish,adyen,,no
900236,1082.0,user1445@email.com,2024-08-03 08:52:00,,False,20.0,,,17.92,,payd,bank_transfer,square,,se
900237,408.0,user2002@email.com,2024-03-03 21:55:00,,False,60.0,15.0,,,SEK,paid,bank transfer,klarna,visa,pt
900238,1149.0,user7463@email.com,2024-02-04 07:44:00,,False,35.0,,,,EUR,pending,,adyen,visa,
900239,337.0,mikaelås792@company.se,2024-08-01 12:50:00,,False,40.0,,1.5,,SEK,failed,invoice,manual,,
900240,1152.0,elinsven10@gmail.com,2024-02-16 10:52:00,,False,,,1.5,,SEK,failed,invoice,square,visa,es
900241,99999.0,user9178@email.com,2024-04-21 19:07:00,,False,35.0,,2.52,,SEK,paid,cash,,amex,pt
900242,1049.0,user4474@email.com,2024-01-25 17:55:00,,False,25.0,6.25,,,EUR,failed,swish,square,,
900243,889.0,,,,False,25.0,,,,EUR,refunded,swish,,visa,
900244,278.0,noaherik618@outlook.com,2024-09-03 13:40:00,,False,,3.75,1.94,,SEK,refunded,bank_transfer,adyen,,
900245,1139.0,user4710@gmail.com,2024-10-03 11:18:00,,False,60.0,,1.5,,SEK,pending,cash,klarna,,gb
