customer_id,full_name,email,phone,country_clean,city_clean,postal_code,address_line1,address_line2,signup_date_clean,marketing_opt_in_clean,waiver_signed_clean,preferred_channel_clean,customer_type_clean,risk_flag_clean,language_clean,lifetime_value,pets_count,primary_pet_name,primary_pet_breed,primary_pet_dob,vet_provider,vaccination_status,notes
1022,Pedro Silva,pedrosil754@gmail.com,+44 7855954847,norway,solna,19706,Kungsgatan 116,Floor 6,2024-01-18,False,False,partner,vip,high,,,1 ,Charlie,Golden Retriever,,,,allergic to peanuts
1001,mariam ali,mariamal755@email.com,+46 70 658 21 85,se,täby,81426,Kungsgatan 58,,2024-01-20,True,True,website,vip,high,es,,2,Rocky,Chihuahua,2020-12-19,AniCura,,
1114,Jonas Nilsson,jonasnil669@company.se,,united kingdom,nacka,,Skogsvägen 56,Apt 74,2024-01-24,False,True,walk-in,,,es,7722.25,1 ,,Golden Retriever,,,,invoice required
1144,,oliviali572@gmail.com,,pt,solna,,,,2024-01-29,True,True,walk-in,new,high,,,1,,Golden Retriever,2019.12.23,,,allergic to peanuts
1182,Maria Lopez,maríalóp917@gmail.com,+47 93421884,es,täby,181 22,Storgatan 4,Apt 24,2024-02-01,True,True,instagram,,high,en,6285.06,1 ,,Beagle,,,,
1015,ANA GARCIA,anagarci844@company.se,+47 91358318,es,,,Kungsgatan 105,,2024-02-02,True,False,website,vip,medium,sv,1044.3,0,Rocky,MIXED,,,,prefers morning drop-off
1113,ella berg,ellaberg734@gmail.com,+44 7623454129,uk,nacka,98853,Sveavägen 97,,2024-02-03,False,False,email,,low,,1243.56,2,,,11/02/2019,Evidensia,UPTODATE,
1002,DAVID STONE,davidsto898@outlook.com,+34 671586053,no,täby,151 56,Birger Jarlsgatan 12,Floor 7,2024-02-04,False,False,instagram,trial,,,5026.59,two,Max,,,,UPTODATE,
1116,Nora Hansen,norahans147@company.se,,españa,nacka,46152,Ringvägen 12,Apt 53,2024-02-05,False,True,walk-in,new,medium,sv,5465.51,2,,MIXED,13 Feb 2018,,,
1166,Oskar Berg,oskarber759@company.se,,spain,stockholm,93814,Skogsvägen 24,,2024-02-07,False,True,phone,vip,,,,2,,Golden Retriever,,,UPTODATE,
1100,Elin  Svensson,elinsven10@gmail.com,+46 70 813 72 60,china,huddinge,26176,Ringvägen 46,Apt 23,2024-02-07,False,True,,corporate,low,,2104.45,two,Rocky,Poodle,04-01-2019,Local Vet,,allergic to peanuts
1133,,linchen924@company.se,+34 612781968,se,solna,66455,Parkvägen 25,Floor 5,2024-02-09,,False,instagram,returning,high,,,3,,Mixed,,AniCura,unknown,allergic to peanuts
1038,olivia  lind,oliviali800@outlook.com,+46 70 220 13 52,uk,sundbyberg,107 73,,Floor 4,2024-02-12,,False,walk-in,vip,low,en,,3,Luna,French Bulldog,25 May 2018,Local Vet,expired,allergic to peanuts
1044,Liam Andersson,liamande293@outlook.com,+34 675174087,united kingdom,huddinge,15083,,,2024-02-19,,True,phone,vip,high,en,8007.04,1,Milo,mix,Dec 20 2022,,UPTODATE,prefers morning drop-off
1089,Ahmed  Ali,ahmedali547@outlook.com,+34 666878965,portugal,sundbyberg,,,Floor 5,2024-02-20,True,False,phone,vip,low,en,,3,Bella,Dachshund,,Evidensia,unknown,invoice required
1136,ERIK HOLM,erikholm65@gmail.com,+34 655538877,sweden,huddinge,,,Apt 68,2024-02-20,False,False,partner,vip,unknown,,,0,Bella,mix,2019/10/14,,expired,
1145,Jonas Nilsson,jonasnil671@email.com,+34 631071231,españa,nacka,127 80,,,2024-02-26,True,True,website,vip,low,sv,,2,Max,MIXED,28 Mar 2022,AniCura,,
1206,oscar berg,oscarber791@outlook.com,+34 635551798,,nacka,17179,Skogsvägen 20,,2024-02-28,True,True,email,returning,medium,en,,1 ,Charlie,Beagle,Oct 03 2024,,up_to_date,moved address
1134,AHMED  ALI,ahmedali956@outlook.com,+47 97696015,no,huddinge,,,,2024-03-03,False,True,phone,unknown,,en,,,Luna,,Dec 16 2022,,,invoice required
1010,OSKAR BERG,oskarber67@company.se,,sweden,täby,,Ringvägen 49,Floor 5,2024-03-04,True,False,phone,trial,low,es,5791.49,two,Charlie,,11/29/2018,AniCura,unknown,prefers morning drop-off
1102,david  stone,davidsto731@email.com,+47 99537891,norway,solna,131 27,,Floor 5,2024-03-05,True,False,,corporate,high,,,0,Luna,Labrador,2020-08-30,Evidensia,up_to_date,allergic to peanuts
1164,elin svensson,elinsven320@gmail.com,+34 617948672,cn,solna,94683,Parkvägen 32,,2024-03-06,True,False,instagram,unknown,unknown,sv,,3,Luna,,2021-02-02,AniCura,,prefers morning drop-off
1096,Erik Holm,erikholm735@email.com,+46 70 422 61 31,se,,78128,Ringvägen 71,Apt 41,2024-03-09,True,True,partner,,,,,1 ,,mix,15 Nov 2021,,,moved address
1049,Karin Lund,karinlun841@email.com,+44 7180385942,spain,stockholm,,,,2024-03-13,False,False,instagram,new,,en,7079.77,,,Labrador,2024-04-01,Evidensia,,
1163,Emma Johansson,emmajoha463@gmail.com,,sverige,sundbyberg,,Skogsvägen 67,,2024-03-21,True,,partner,new,medium,sv,9263.33,1 ,Milo,French Bulldog,24-11-2021,Evidensia,unknown,
1009,MIKAEL ÅSTRÖM,mikaelås584@company.se,,portugal,sundbyberg,171 11,Ringvägen 53,Floor 4,2024-03-23,False,False,email,corporate,low,en,,two,Charlie,Mixed,Jul 10 2024,,expired,invoice required
1034,SARA LIND,saralind687@company.se,+46 70 754 50 86,united kingdom,solna,,Storgatan 87,Apt 31,2024-03-27,True,False,phone,trial,,sv,,3,,French Bulldog,06/17/2023,Evidensia,,moved address
1201,liam andersson,liamande101@company.se,+34 617683639,sweden,täby,48291,,,2024-03-29,True,True,instagram,vip,,,,1 ,Bella,Beagle,,,,moved address
1032,Oscar Berg,oscarber275@company.se,+46 70 271 65 45,portugal,huddinge,,Birger Jarlsgatan 14,Floor 6,2024-04-02,True,False,,vip,,en,,2,Charlie,Husky,07/10/2021,,,
1029,AHMED ALI,ahmedali81@company.se,,es,täby,192 95,Birger Jarlsgatan 27,Floor 4,2024-04-08,False,False,email,returning,unknown,sv,,1 ,Rocky,MIXED,05 Mar 2021,Local Vet,,prefers morning drop-off
1159,Pedro Silva,pedrosil633@company.se,+44 7876153361,se,huddinge,149 98,Sveavägen 78,Floor 1,2024-04-10,False,False,phone,vip,,sv,8774.26,1,Max,Beagle,08/22/2022,Evidensia,,invoice required
1175, ana g. ,anagarci91@email.com,+46 70 910 97 39,es,nacka,,Kungsgatan 61,,2024-04-16,True,False,,,,es,,0,Max,Poodle,Feb 06 2020,,expired,
1110,ELLA BERG,ellaberg261@gmail.com,+44 7791916428,es,nacka,,,Floor 7,2024-04-21,False,True,walk-in,vip,high,en,,1,,mix,2021-06-15,,,
1056,KARIN LUND,karinlun858@email.com,,portugal,huddinge,100 83,,,2024-04-27,False,True,website,unknown,unknown,en,,2,Milo,,2022/06/16,Local Vet,,moved address
1025, fatima khan ,fatimakh971@email.com,+34 630324759,portugal,huddinge,107 27,Skogsvägen 68,,2024-04-28,True,,phone,vip,high,sv,,2,Milo,Poodle,04-05-2021,Local Vet,,prefers morning drop-off
1197,Olivia Lind,oliviali224@outlook.com,,norway,solna,26153,,Floor 8,2024-04-29,False,True,email,returning,,en,,3,Milo,Dachshund,2024/00/12,,,invoice required
1122,Olivia  Lind,oliviali438@outlook.com,+44 7442862704,no,täby,,Skogsvägen 71,,2024-05-05,,,partner,corporate,low,,,1 ,Charlie,mix,,,unknown,moved address
1063,Liam Andersson,liamande114@email.com,+46 70 168 15 26,united kingdom,huddinge,,,Apt 10,2024-05-06,False,False,walk-in,vip,low,sv,,,Bella,Chihuahua,2020-12-24,,up_to_date,allergic to peanuts
1054,Nora Hansen,norahans647@email.com,+47 91614990,sverige,sundbyberg,,,,2024-05-07,True,False,walk-in,vip,unknown,en,,1,Luna,Chihuahua,05/06/2024,Evidensia,unknown,invoice required
1172,Sofia Andersson,sofiaand369@gmail.com,,norway,nacka,39751,Kungsgatan 108,,2024-05-09,False,False,email,corporate,,,,two,,French Bulldog,2023/12/11,,expired,allergic to peanuts
1112, ella berg ,ellaberg952@outlook.com,+46 70 884 45 38,pt,huddinge,162 21,,,2024-05-09,False,True,website,new,high,es,832.96,two,Charlie,mix,,AniCura,expired,allergic to peanuts
1062,Ana G.,anagarci16@gmail.com,,sverige,sundbyberg,198 21,Ringvägen 80,,2024-05-11,True,True,email,vip,low,,,1 ,Rocky,MIXED,2022/12/02,Evidensia,expired,allergic to peanuts
1101,ANA GARCÍA,anagarci697@company.se,,españa,stockholm,,,,2024-05-13,False,False,walk-in,corporate,low,,,1,,Husky,Sep 03 2020,,,
1208,FRIDA  KARLSSON,fridakar136@outlook.com,,pt,stockholm,110 87,Birger Jarlsgatan 15,,2024-05-13,False,False,instagram,trial,high,sv,,3,Max,,12-02-2024,Evidensia,,prefers morning drop-off
1215,olivia lind,oliviali965@email.com,+44 7293767948,norway,stockholm,120 17,,,2024-05-13,False,True,website,,unknown,,,,Max,French Bulldog,01 Feb 2022,Evidensia,up_to_date,
1121,Nora Hansen,norahans10@email.com,,norway,solna,,Sveavägen 81,Floor 2,2024-05-15,True,,walk-in,vip,,sv,,1,,,Aug 27 2019,AniCura,unknown,
1082,ELIN  SVENSSON,elinsven491@email.com,+34 613328008,se,täby,,Kungsgatan 101,,2024-05-16,False,False,partner,returning,,sv,3018.7,2,,French Bulldog,Oct 18 2022,Local Vet,expired,
1212,SOFIA ANDERSSON,sofiaand747@gmail.com,+44 7355710363,united kingdom,sundbyberg,119 99,Parkvägen 5,,2024-05-17,False,False,partner,unknown,unknown,sv,4975.35,two,Luna,MIXED,2023-05-12,,,moved address
1176,Karin Lund,karinlun175@email.com,+44 7597812327,cn,nacka,28275,Ringvägen 20,,2024-05-19,True,False,website,returning,medium,es,,1,Milo,Beagle,2020-03-21,Local Vet,UPTODATE,invoice required
1169,maria  lopez,maríalóp700@gmail.com,+47 93604706,sweden,huddinge,170 18,Sveavägen 19,,2024-05-20,True,True,instagram,,unknown,en,,1 ,,MIXED,,Local Vet,,moved address
1048,oscar  berg,oscarber524@email.com,+47 98663014,sverige,stockholm,98705,Birger Jarlsgatan 95,Floor 3,2024-05-25,True,True,phone,corporate,unknown,sv,2548.94,,Rocky,,,,unknown,
1152,David Stone,davidsto391@company.se,+46 70 531 32 30,portugal,,,Ringvägen 65,,2024-05-26,True,,instagram,vip,,,2457.17,,,German Shepherd,,,unknown,moved address
1109,mikael astrom,mikaelås460@gmail.com,+34 658262270,united kingdom,huddinge,155 29,,Floor 3,2024-05-29,True,True,phone,corporate,high,,,1 ,,Golden Retriever,09/26/2021,AniCura,,moved address
1075,Mariam  Ali,mariamal172@company.se,+44 7833913230,china,,68827,Sveavägen 68,,2024-05-30,False,True,email,vip,,sv,2537.33,two,,Husky,2020/09/17,AniCura,,allergic to peanuts
1218,LIAM ANDERSSON,liamande67@outlook.com,,sverige,,159 65,,Apt 16,2024-06-02,True,False,email,trial,medium,sv,,,Max,Husky,,AniCura,,allergic to peanuts
1181,Ahmed Ali,ahmedali294@outlook.com,+47 93749697,pt,sundbyberg,86049,Sveavägen 60,,2024-06-10,False,False,instagram,trial,high,,,two,,Husky,01/18/2024,Evidensia,,allergic to peanuts
1085,Maria Lopez,maríalóp527@gmail.com,+34 672532267,uk,huddinge,53006,,Apt 40,2024-06-10,True,True,instagram,vip,,en,1793.46,two,Rocky,French Bulldog,2018.02.22,AniCura,up_to_date,
1139,MARÍA LÓPEZ,maríalóp491@outlook.com,+47 94536127,es,huddinge,156 93,Parkvägen 35,,2024-06-10,False,True,walk-in,vip,unknown,sv,3647.39,3,,Labrador,2020/07/08,Local Vet,,invoice required
1065,JONAS NILSSON,jonasnil345@email.com,+44 7191352864,sverige,solna,35966,,Apt 79,2024-06-13,False,True,walk-in,vip,,es,3072.41,two,,Dachshund,Feb 05 2022,AniCura,expired,
1037,Ahmed Ali,ahmedali255@outlook.com,,spain,huddinge,74865,Storgatan 31,,2024-06-17,False,True,website,,unknown,en,,,,Labrador,,,expired,invoice required
1057,Lin Chen,linchen450@email.com,,pt,stockholm,146 40,Skogsvägen 52,Floor 7,2024-06-18,False,True,partner,unknown,low,en,,,Rocky,Beagle,,,up_to_date,
1045,NORA HANSEN,norahans586@gmail.com,+44 7799636574,cn,huddinge,,Parkvägen 29,,2024-06-19,True,,instagram,vip,high,,,2,,Chihuahua,2019-02-24,,,invoice required
1210,Mikael ÅSTROM,mikaelås734@outlook.com,,spain,sundbyberg,,Birger Jarlsgatan 104,Apt 46,2024-06-19,True,False,,corporate,,es,,1 ,,Mixed,08/04/2022,,,
1142,sofia andersson,sofiaand729@company.se,+34 613212026,españa,solna,151 99,,Floor 2,2024-06-20,True,False,walk-in,corporate,,,,,,mix,07/06/2019,Evidensia,up_to_date,allergic to peanuts
1198,Noah  Eriksson,noaherik581@email.com,+44 7296438104,se,sundbyberg,82597,Sveavägen 1,,2024-06-27,True,False,phone,trial,,sv,,,,Chihuahua,2020/03/14,Evidensia,,
1132,Erik  Holm,erikholm52@gmail.com,,united kingdom,huddinge,61368,Ringvägen 35,Apt 27,2024-06-29,False,True,email,unknown,unknown,,2735.8,1,,mix,,Local Vet,unknown,
1216,Jonas Nilsson,jonasnil950@outlook.com,,es,stockholm,173 63,Kungsgatan 88,Apt 78,2024-07-01,True,False,walk-in,unknown,medium,sv,,,,Dachshund,03/27/2023,,,
1108,Mariam Ali,mariamal341@gmail.com,+46 70 804 50 95,pt,huddinge,,Storgatan 30,Floor 4,2024-07-08,True,True,website,new,low,,,1,,,,,expired,allergic to peanuts
1050,liam andersson,liamande127@company.se,+46 70 703 74 27,norway,täby,199 32,,,2024-07-10,True,False,partner,vip,,sv,,,Luna,French Bulldog,18-08-2022,,,invoice required
1077,OSCAR  BERG,oscarber554@outlook.com,+47 96692259,es,huddinge,,Kungsgatan 95,,2024-07-11,True,False,instagram,new,medium,sv,,1,Bella,Mixed,2019.02.03,AniCura,,
1072,emma johansson,emmajoha882@outlook.com,,españa,täby,173 26,Ringvägen 14,,2024-07-12,True,True,instagram,trial,,sv,,1,,,Sep 28 2018,,,moved address
1126,,davidsto487@gmail.com,+46 70 547 55 98,pt,täby,,Sveavägen 2,Apt 64,2024-07-14,True,False,phone,unknown,low,sv,,3,Max,Labrador,2020/06/14,,UPTODATE,
1031, Jonas Nilsson ,jonasnil951@outlook.com,+34 663458386,china,nacka,53480,,,2024-07-15,True,False,website,vip,,en,,0,Milo,MIXED,,Evidensia,,allergic to peanuts
1160, ana garcía ,anagarci517@outlook.com,+46 70 603 46 83,cn,stockholm,168 30,Birger Jarlsgatan 79,,2024-07-16,False,True,email,unknown,high,,,,,Labrador,2024/00/12,Local Vet,unknown,invoice required
1106,Oscar Berg,oscarber281@gmail.com,+47 95141290,united kingdom,stockholm,,Ringvägen 39,,2024-07-18,False,False,,unknown,,,,1 ,Max,,2018/06/28,,,
1150,NORA HANSEN,norahans358@company.se,,no,sundbyberg,182 97,,Floor 2,2024-07-18,False,False,phone,corporate,high,sv,298.76,two,Luna,Husky,2019.07.27,,,moved address
1087,david stone,davidsto885@company.se,+44 7439854673,sweden,nacka,112 98,Sveavägen 64,,2024-07-19,True,True,website,unknown,,es,,2,Bella,Mixed,07 Jun 2024,,expired,allergic to peanuts
1170,Erik  Holm,erikholm220@email.com,+34 619792992,no,solna,188 24,Skogsvägen 23,,2024-07-19,True,False,website,trial,medium,es,,two,Milo,Poodle,21 Jan 2021,Local Vet,UPTODATE,
1177,karin lund,karinlun968@outlook.com,+47 95706534,sverige,sundbyberg,,,,2024-07-22,True,True,walk-in,vip,medium,sv,5924.27,3,,Chihuahua,25/12/2020,Evidensia,expired,
1178,LIAM ANDERSSON,liamande455@outlook.com,,se,stockholm,82427,,Floor 7,2024-07-27,False,True,instagram,vip,unknown,sv,7942.7,2,Rocky,Chihuahua,2024-05-17,AniCura,,
1041,Olivia Lind,oliviali817@company.se,+47 96335227,españa,täby,172 28,Skogsvägen 23,Apt 5,2024-07-29,False,True,partner,new,unknown,sv,,1,Luna,Beagle,Dec 28 2019,Evidensia,,moved address
1161, elin svensson ,elinsven889@gmail.com,,sverige,täby,,Skogsvägen 78,,2024-07-29,False,True,walk-in,,,en,2425.2,0,Bella,Dachshund,17 Sep 2022,Local Vet,up_to_date,invoice required
1187,FRIDA KARLSSON,fridakar22@company.se,+46 70 497 66 87,no,solna,56303,Sveavägen 32,Apt 49,2024-08-03,False,True,website,corporate,,en,,3,Bella,Husky,,Local Vet,UPTODATE,allergic to peanuts
1179,pedro silva,pedrosil686@company.se,,sweden,täby,31519,,,2024-08-06,True,True,phone,,medium,sv,,1,Rocky,Mixed,28/05/2022,,,allergic to peanuts
1078,ELLA BERG,ellaberg709@gmail.com,+34 670454232,portugal,nacka,,Sveavägen 54,Floor 2,2024-08-08,False,True,partner,vip,unknown,,,two,Charlie,Mixed,2018/08/06,Evidensia,,
1155,Mariam  Ali,mariamal635@email.com,,españa,stockholm,95736,Parkvägen 59,,2024-08-16,False,False,phone,vip,low,sv,,3,,,2024.10.06,,,moved address
1119,ELIN SVENSSON,elinsven604@outlook.com,+34 661546232,pt,solna,124 67,Sveavägen 39,Apt 69,2024-08-18,True,True,website,trial,high,sv,,3,Max,Dachshund,2018.10.05,,expired,allergic to peanuts
1120,Mariam Ali,mariamal895@email.com,+47 91023487,portugal,täby,,Parkvägen 2,Apt 29,2024-08-19,True,True,walk-in,unknown,unknown,sv,,2,Charlie,Husky,Jun 22 2020,,UPTODATE,
1211,OSKAR BERG,oskarber957@company.se,+34 657381532,portugal,täby,,Skogsvägen 22,Apt 11,2024-08-20,True,True,,returning,,,,1 ,,mix,Jun 29 2020,,up_to_date,invoice required
1123,Karin Lund,karinlun422@outlook.com,+46 70 760 98 11,sverige,täby,61955,,,2024-08-24,False,,instagram,,low,,,1,,Chihuahua,,,unknown,
1195,Liam Andersson,liamande378@gmail.com,+47 96962982,china,stockholm,140 69,,,2024-08-28,False,True,partner,unknown,high,sv,1137.65,2,,Mixed,09 Jan 2024,Evidensia,,
1008,DAVID STONE,davidsto285@company.se,+34 682399599,pt,stockholm,,Storgatan 80,Floor 2,2024-08-28,False,False,instagram,vip,,,1594.0,2,Max,Chihuahua,16-04-2018,Evidensia,up_to_date,prefers morning drop-off
1174,Karin Lund,karinlun374@outlook.com,+46 70 386 76 13,spain,nacka,15302,,,2024-08-28,True,False,,,high,en,,3,Bella,,12 Jan 2021,Local Vet,,
