booking_id,customer_email,customer_id,dog_name,dog_breed,dog_weight,notes,booking_date_clean,start_time_clean,end_time_clean,is_cancelled_clean,is_repeat_customer_clean,has_cancel_reason,service_std,service_code_clean,location_clean,channel_std,source_system_clean,dog_gender_std,temperament_clean,price,discount,tax_rate
88,elinsven653@email.com,2966,,Mixed,,,2024-02-15,13:00:00,,True,,True,daycare,dc,solna,walk_in,sheets,female,reactive,25.0,5.0,0.25
90,,1193,Milo,Golden Retriever,,first visit,2024-05-02,08:00:00,16:00:00,,True,True,nail_trim,nt,huddinge,,,,,,0.0,0.25
91,ellaberg691@outlook.com,1058,,Mixed,,VIP,2024-03-31,09:00:00,17:00:00,True,,False,nail_trim,nt,nacka,,excel,male,playful,15.0,5.0,0.25
92,,1193,,Poodle,,late pickup fee applied,2024-04-19,17:30:00,09:30:00,,,False,boarding,bd,huddinge,instagram,export_v2,female,playful,60.0,0.0,0.25
93,karinlun413@email.com,1154,Charlie,Poodle,36.5,,2024-02-20,10:00:00,18:00:00,True,True,False,training,tr,nacka,instagram,export_v1,female,,35.0,0.0,0.25
95,oliviali782@email.com,1173,Coco,Chihuahua,,,2024-03-31,08:00:00,16:00:00,True,True,False,vet_shuttle,vs,stockholm,instagram,form,,,20.0,10.0,0.25
96,mikaelås991@email.com,2438,Rocky,,,first visit,2024-02-28,,10:00:00,False,,True,boarding,bd,,instagram,pos_export,male,anxious,60.0,0.0,0.25
97,ahmedali255@outlook.com,1037,Milo,,,,2024-02-26,17:30:00,08:30:00,True,True,False,boarding,bd,sthlm,website,pos_export,,playful,60.0,5.0,0.25
101,sofiaand729@company.se,1142,Rocky,Husky,,first visit,2024-04-01,09:00:00,10:00:00,,False,False,training,tr,täby,instagram,export_v2,male,,35.0,5.0,0.25
102,linchen811@email.com,1083,Coco,Golden Retriever,,,2024-12-02,19:00:00,11:00:00,,False,False,boarding,bd,täby,instagram,excel,,calm,60.0,0.0,0.25
103,linchen129@outlook.com,1023,Coco,German Shepherd,,first visit,2024-03-01,17:30:00,08:30:00,False,,False,,,,email,,female,aggressive,,10.0,0.25
106,luispere308@outlook.com,2811,,Mixed,,,2024-03-30,13:00:00,14:00:00,,True,True,grooming,gr,solna,phone,form,male,playful,40.0,0.0,0.25
107,fatimakh311@gmail.com,1095,Max,,,,2024-03-13,17:30:00,08:30:00,True,,True,boarding,bd,stockholm,instagram,,female,playful,60.0,0.0,0.25
108,jonasnil31@outlook.com,2554,Rocky,MIXED,,,2024-03-24,10:00:00,18:00:00,False,False,False,vet_shuttle,,stockholm,instagram,excel,female,reactive,20.0,0.0,0.25
109,jonasnil31@outlook.com,2554,Coco,French Bulldog,,,2024-03-18,13:00:00,15:00:00,False,,True,training,tr,stockholm,phone,,,calm,35.0,5.0,0.25
111,,1193,Luna,Beagle,,,2024-03-19,09:00:00,10:00:00,,True,True,daycare,dc,stockholm,walk_in,form,,aggressive,25.0,5.0,0.25
112,luispere745@outlook.com,2475,Luna,Husky,,,2024-04-22,09:00:00,10:00:00,True,True,False,daycare,dc,sthlm,instagram,pos_export,,,,0.0,0.25
113,sofiaand316@company.se,1185,,German Shepherd,,,2024-02-12,16:00:00,17:00:00,,,False,grooming,gr,nacka,walk_in,export_v1,female,reactive,40.0,0.0,0.25
115,davidsto949@outlook.com,1064,Bella,mix,,first visit,2024-11-04,09:00:00,10:00:00,False,,False,nail_trim,nt,,instagram,export_v2,female,reactive,15.0,10.0,0.25
118,,1193,,German Shepherd,,late pickup fee applied,2024-04-29,13:00:00,21:00:00,True,,False,nail_trim,nt,sthlm,email,export_v2,,shy,15.0,0.0,0.25
119,emmajoha203@gmail.com,1018,Rocky,French Bulldog,,late pickup fee applied,2024-03-21,08:00:00,10:00:00,,True,False,daycare,dc,täby,email,export_v2,,,25.0,0.1,0.25
121,,1193,,Golden Retriever,,VIP,2024-02-21,13:00:00,15:00:00,True,,False,grooming,gr,sthlm,partner,form,,anxious,40.0,0.0,0.25
122,norahans581@company.se,1140,Bella,,9.5,,2024-02-08,08:00:00,09:00:00,True,True,False,grooming,gr,nacka,instagram,export_v2,,playful,,5.0,0.25
123,karinlun871@gmail.com,1180,Coco,Chihuahua,,,2024-01-20,,21:00:00,False,False,False,vet_shuttle,vs,stockholm,email,,female,playful,,0.0,0.25
125,mariamal803@email.com,1162,Charlie,MIXED,,,2024-03-09,08:00:00,09:00:00,False,True,False,nail_trim,nt,,website,export_v1,male,calm,15.0,0.0,0.25
126,linchen811@email.com,1083,Max,German Shepherd,,,2024-02-10,16:00:00,17:00:00,,False,True,vet_shuttle,vs,,,sheets,male,,20.0,0.0,0.25
127,,1193,,MIXED,,first visit,2024-01-14,09:00:00,17:00:00,True,True,False,vet_shuttle,vs,stockholm,instagram,,female,reactive,20.0,0.0,0.25
129,noaherik618@outlook.com,1111,,Chihuahua,,VIP,2024-04-06,10:00:00,,,False,True,daycare,dc,stockholm,instagram,pos_export,male,calm,25.0,5.0,0.25
131,oskarber109@gmail.com,1143,,French Bulldog,,first visit,2024-04-04,18:00:00,10:00:00,False,True,False,boarding,bd,huddinge,email,export_v2,,,60.0,0.0,0.25
132,elinsven889@gmail.com,1161,Max,Dachshund,16.0,late pickup fee applied,2024-03-13,08:00:00,09:00:00,False,,False,grooming,,sthlm,partner,export_v2,,anxious,40.0,5.0,0.25
133,oscarber281@gmail.com,1106,Luna,Beagle,,,2024-04-16,09:00:00,17:00:00,False,True,False,vet_shuttle,vs,huddinge,walk_in,export_v1,male,playful,20.0,0.0,0.25
136,mikaelås792@company.se,1131,Luna,,38.7,,2024-07-02,18:00:00,10:00:00,,,False,boarding,bd,sthlm,partner,sheets,,,60.0,5.0,0.25
137,,1193,,mix,,late pickup fee applied,2024-03-14,09:00:00,11:00:00,,,False,grooming,gr,sthlm,instagram,form,female,,40.0,0.0,0.25
139,fatimakh322@outlook.com,1125,Milo,,,first visit,2024-01-03,08:00:00,10:00:00,,,False,training,tr,huddinge,website,sheets,female,calm,35.0,5.0,0.25
141,emmajoha882@outlook.com,1072,,Mixed,25.0,,2024-03-17,10:00:00,11:00:00,False,,False,daycare,dc,huddinge,instagram,sheets,,,25.0,0.0,0.25
142,,1193,Rocky,Mixed,,,2024-02-26,10:00:00,12:00:00,True,,False,training,tr,stockholm,,,female,playful,,0.0,0.25
144,fatimakh322@outlook.com,1125,Luna,mix,,late pickup fee applied,2024-03-28,10:00:00,12:00:00,,True,True,training,tr,,instagram,,male,,,0.0,0.25
145,ahmedali789@outlook.com,1165,Rocky,German Shepherd,,first visit,2024-02-02,19:00:00,,False,False,False,boarding,bd,solna,email,excel,male,shy,60.0,0.0,0.25
146,elinsven491@email.com,1082,Bella,French Bulldog,,VIP,2024-06-02,09:00:00,11:00:00,True,,False,grooming,gr,huddinge,email,export_v2,male,calm,40.0,0.0,0.25
148,mariamal123@company.se,1204,,Husky,38.7,late pickup fee applied,2024-06-03,08:00:00,,False,False,True,nail_trim,nt,stockholm,,,male,shy,15.0,0.0,0.25
149,linchen811@email.com,1083,Rocky,mix,,,2024-04-06,09:00:00,10:00:00,True,,False,nail_trim,nt,sthlm,website,export_v2,,playful,15.0,5.0,0.25
150,emmajoha970@company.se,1129,,Labrador,,,2024-01-26,13:00:00,21:00:00,False,True,False,nail_trim,nt,nacka,partner,form,male,,,0.0,0.25
152,oliviali438@outlook.com,1122,Charlie,,,,2024-01-25,09:00:00,10:00:00,False,,False,,dc,täby,walk_in,pos_export,female,,25.0,0.0,0.25
155,,1193,,mix,,late pickup fee applied,2024-01-17,08:00:00,16:00:00,False,True,False,vet_shuttle,vs,sthlm,instagram,export_v1,male,,20.0,10.0,0.25
156,liamande293@outlook.com,1044,,mix,,late pickup fee applied,2024-02-28,16:00:00,00:00:00,True,,False,nail_trim,nt,solna,walk_in,pos_export,male,,15.0,0.0,0.25
157,,1193,Max,Chihuahua,,late pickup fee applied,2024-03-06,10:00:00,18:00:00,False,,False,training,tr,sundbyberg,email,export_v1,,reactive,35.0,10.0,0.25
158,oskarber759@company.se,1166,Bella,Dachshund,,,2024-06-01,17:30:00,08:30:00,,True,True,boarding,bd,sundbyberg,email,excel,,,60.0,5.0,0.25
159,noaherik618@outlook.com,1111,Coco,mix,,,2024-04-02,10:00:00,18:00:00,True,False,False,training,tr,nacka,website,export_v1,female,,35.0,0.0,0.25
161,,1193,,Dachshund,,late pickup fee applied,2024-02-22,09:00:00,11:00:00,False,False,True,grooming,gr,nacka,,form,female,,40.0,0.0,0.25
163,mikaelås734@outlook.com,1210,Coco,mix,,,,09:00:00,10:00:00,,,True,grooming,gr,sthlm,website,form,male,,40.0,0.0,0.25
164,luispere582@gmail.com,1167,Charlie,mix,,,2024-02-10,10:00:00,12:00:00,True,True,False,nail_trim,nt,sthlm,,excel,,aggressive,15.0,5.0,0.25
165,ahmedali255@outlook.com,1037,Charlie,French Bulldog,,,2024-05-01,09:00:00,11:00:00,False,,True,vet_shuttle,vs,,,,,playful,20.0,0.0,0.25
166,jonasnil31@outlook.com,2554,Charlie,Dachshund,,late pickup fee applied,2024-03-29,19:00:00,11:00:00,True,False,True,boarding,,sundbyberg,website,,female,shy,60.0,0.0,0.25
167,ahmedali81@company.se,1029,Luna,French Bulldog,,,2024-04-14,13:00:00,15:00:00,,,True,training,tr,stockholm,walk_in,,,anxious,35.0,0.0,0.25
169,,1193,,Labrador,,,2024-02-19,10:00:00,11:00:00,,True,False,daycare,dc,stockholm,instagram,pos_export,,,25.0,0.0,0.25
170,pedrosil440@email.com,1194,Rocky,Poodle,,,2024-01-29,13:00:00,21:00:00,False,,False,grooming,gr,stockholm,website,pos_export,female,,40.0,5.0,0.25
171,norahans10@email.com,1121,Bella,Husky,,first visit,,09:00:00,11:00:00,True,False,True,daycare,dc,solna,website,export_v1,male,shy,25.0,10.0,0.25
173,fatimakh27@email.com,1011,,German Shepherd,,,2024-04-19,10:00:00,11:00:00,False,,True,training,tr,,walk_in,form,female,shy,35.0,0.0,0.25
175,norahans581@company.se,1140,Milo,Chihuahua,,,2024-05-01,13:00:00,,,,True,nail_trim,,sundbyberg,email,sheets,male,,,10.0,0.25
176,linchen129@outlook.com,1023,Milo,German Shepherd,,VIP,2024-03-27,09:00:00,10:00:00,,True,False,,vs,sthlm,instagram,export_v1,,shy,,5.0,0.25
177,,1193,,German Shepherd,,,2024-03-16,10:00:00,,True,,True,nail_trim,nt,stockholm,partner,form,female,calm,15.0,0.0,0.25
178,emmajoha203@gmail.com,1018,Max,French Bulldog,,,2024-03-12,17:30:00,08:30:00,,True,False,boarding,,solna,website,excel,,,60.0,10.0,0.25
179,oliviali438@outlook.com,1122,,Beagle,11.0,first visit,2024-08-04,10:00:00,18:00:00,,True,False,grooming,gr,solna,website,export_v2,,anxious,40.0,0.0,0.25
181,sofiaand369@gmail.com,1172,Bella,French Bulldog,16.5,first visit,2024-03-03,09:00:00,17:00:00,,,False,vet_shuttle,vs,,walk_in,export_v2,female,,20.0,10.0,0.25
182,linchen129@outlook.com,1023,Bella,German Shepherd,,late pickup fee applied,2024-03-04,09:00:00,10:00:00,True,,False,nail_trim,nt,stockholm,phone,,female,,15.0,0.0,0.25
183,,1193,Bella,mix,,VIP,2024-04-19,13:00:00,21:00:00,True,,True,training,tr,solna,website,form,male,,35.0,5.0,0.25
184,sofiaand850@gmail.com,1035,Max,Mixed,35.0,,2024-11-04,16:00:00,18:00:00,False,False,False,grooming,gr,stockholm,phone,form,female,aggressive,40.0,0.0,0.25
185,noaherik581@email.com,1198,Max,,38.1,,2024-04-13,09:00:00,17:00:00,True,,True,daycare,dc,sundbyberg,phone,export_v2,,,25.0,0.0,0.25
186,oscarber791@outlook.com,1206,Luna,,,,2024-07-02,09:00:00,17:00:00,False,True,False,nail_trim,nt,huddinge,phone,sheets,male,playful,15.0,0.1,0.25
187,ellaberg709@gmail.com,1078,,mix,,,2024-04-27,,14:00:00,True,,False,nail_trim,nt,stockholm,partner,,male,shy,15.0,0.0,0.25
190,oliviali438@outlook.com,1122,Rocky,Labrador,,late pickup fee applied,2024-05-01,10:00:00,11:00:00,False,,True,grooming,gr,täby,instagram,excel,female,anxious,40.0,0.0,0.25
191,,1193,,,,first visit,2024-03-24,10:00:00,18:00:00,,,True,vet_shuttle,vs,huddinge,website,form,male,,20.0,0.0,0.25
192,ellaberg691@outlook.com,1058,,Golden Retriever,,late pickup fee applied,2024-03-29,09:00:00,11:00:00,False,True,False,vet_shuttle,vs,nacka,website,sheets,,,20.0,0.1,0.25
193,davidsto885@company.se,1087,,Dachshund,,,2024-03-14,08:00:00,16:00:00,False,False,False,nail_trim,nt,,,export_v2,female,,15.0,0.0,0.25
194,saralind733@gmail.com,1097,Rocky,Husky,31.2,first visit,2024-02-20,16:00:00,18:00:00,True,False,False,nail_trim,nt,täby,phone,excel,female,anxious,15.0,0.1,0.25
196,sofiaand221@company.se,1200,,Poodle,,,2024-04-21,13:00:00,14:00:00,,True,False,vet_shuttle,vs,stockholm,instagram,,female,aggressive,20.0,5.0,0.25
197,oliviali224@outlook.com,1197,Rocky,Mixed,,late pickup fee applied,2024-05-04,10:00:00,11:00:00,False,False,False,vet_shuttle,vs,sthlm,instagram,,female,calm,20.0,0.0,0.25
198,sofiaand729@company.se,1142,Max,Chihuahua,,,2024-02-04,08:00:00,16:00:00,False,,False,daycare,dc,solna,walk_in,form,,,25.0,0.0,0.25
199,erikholm288@gmail.com,1055,,Husky,,VIP,2024-04-25,09:00:00,10:00:00,True,,True,vet_shuttle,vs,solna,instagram,excel,male,anxious,20.0,0.0,0.25
201,saralind641@company.se,1158,Coco,,,,2024-11-01,,,,,True,grooming,gr,nacka,walk_in,export_v1,female,,40.0,0.0,0.25
202,fatimakh27@email.com,1011,Coco,Dachshund,,,2024-02-12,16:00:00,17:00:00,False,False,True,training,tr,sundbyberg,partner,form,male,calm,35.0,0.0,0.25
203,mariamal755@email.com,1001,Charlie,MIXED,,first visit,2024-04-24,18:00:00,10:00:00,True,,False,boarding,bd,huddinge,phone,export_v1,male,shy,60.0,10.0,0.25
204,anagarci16@gmail.com,1062,Max,Poodle,,first visit,2024-01-20,13:00:00,,False,True,True,daycare,,huddinge,,,,,25.0,0.1,0.25
206,,1193,Milo,Beagle,,,2024-07-02,17:30:00,09:30:00,,False,False,boarding,,,phone,pos_export,female,aggressive,60.0,0.0,0.25
207,,1193,Rocky,Husky,,,2024-03-22,19:00:00,10:00:00,,,True,boarding,bd,stockholm,phone,pos_export,male,shy,60.0,0.0,0.25
208,pedrosil633@company.se,1159,,French Bulldog,38.7,,2024-01-14,16:00:00,17:00:00,,False,True,daycare,dc,huddinge,instagram,export_v2,male,,25.0,0.0,0.25
209,saralind687@company.se,1034,Luna,Beagle,,,2024-01-07,16:00:00,17:00:00,True,True,True,vet_shuttle,vs,täby,,excel,,playful,20.0,0.0,0.25
210,ellaberg146@outlook.com,1074,Bella,,,late pickup fee applied,2024-02-24,17:30:00,08:30:00,,,False,boarding,bd,nacka,email,pos_export,male,anxious,60.0,0.0,0.25
211,karinlun374@outlook.com,1174,,German Shepherd,,,2024-03-15,08:00:00,16:00:00,True,False,True,training,tr,solna,instagram,,,,35.0,5.0,0.25
212,fridakar224@outlook.com,1104,Bella,Mixed,,late pickup fee applied,2024-03-30,16:00:00,18:00:00,False,True,True,vet_shuttle,,nacka,instagram,export_v1,,reactive,20.0,5.0,0.25
213,emmajoha446@gmail.com,1189,Bella,Labrador,,first visit,2024-01-07,13:00:00,15:00:00,False,,True,nail_trim,nt,solna,partner,,male,calm,15.0,0.0,0.25
215,sofiaand850@gmail.com,1035,,Beagle,,VIP,2024-03-04,16:00:00,00:00:00,,,False,training,tr,solna,partner,sheets,female,aggressive,35.0,0.0,0.25
218,ellaberg952@outlook.com,1112,Luna,MIXED,,VIP,2024-05-02,13:00:00,15:00:00,,True,False,vet_shuttle,vs,sthlm,instagram,export_v1,male,calm,20.0,0.0,0.25
219,liamande101@company.se,1201,Luna,Chihuahua,,,2024-04-03,08:00:00,10:00:00,,True,True,nail_trim,nt,huddinge,email,export_v1,female,,15.0,5.0,0.25
220,karinlun858@email.com,1056,Rocky,Chihuahua,,,2024-03-18,09:00:00,17:00:00,True,True,False,vet_shuttle,vs,sundbyberg,email,export_v2,male,playful,20.0,5.0,0.25
222,ellaberg734@gmail.com,1113,Coco,,,,2024-01-09,16:00:00,17:00:00,True,False,False,training,tr,,partner,export_v1,,shy,35.0,0.0,0.25
223,pedrosil754@gmail.com,1022,,Husky,,VIP,2024-02-19,13:00:00,15:00:00,True,True,True,vet_shuttle,vs,sthlm,instagram,export_v2,,anxious,20.0,0.0,0.25
224,davidsto898@outlook.com,1002,,,,VIP,,08:00:00,16:00:00,False,,False,grooming,gr,,instagram,pos_export,,playful,40.0,0.0,0.25
225,maríalóp917@gmail.com,1182,,Mixed,11.0,,2024-01-04,16:00:00,00:00:00,,False,False,grooming,,sundbyberg,email,pos_export,,shy,40.0,0.0,0.25
227,,1193,Milo,mix,,,2024-01-23,09:00:00,10:00:00,False,False,False,training,tr,sthlm,walk_in,,male,anxious,35.0,0.0,0.25
